#{"t_start": 1709584954.9702709, "env_id": "CliffWalking-v0"}
r,l,t
-15.0,15,21.157109
-15.0,15,21.162389
-15.0,15,21.225682
-15.0,15,21.230812
-15.0,15,21.290709
-15.0,15,21.296118
-15.0,15,21.347555
-15.0,15,21.35272
-15.0,15,21.40271
-15.0,15,21.40794
-15.0,15,21.458083
-15.0,15,21.463395
-15.0,15,21.510029
-15.0,15,21.515286
-15.0,15,21.565712
-15.0,15,21.571165
-15.0,15,21.576321
-15.0,15,21.624761
-15.0,15,21.629962
-15.0,15,21.6789
-15.0,15,21.684157
-15.0,15,21.732302
-15.0,15,21.737559
-15.0,15,21.790667
-15.0,15,21.796231
