#{"t_start": 1709585915.4082618, "env_id": "FrozenLake-v1"}
r,l,t
1.0,13,76.68122
0.0,11,76.684075
1.0,54,78.883352
0.0,37,78.891416
0.0,15,78.894578
0.0,49,78.905469
0.0,10,78.907957
0.0,17,78.912078
1.0,95,80.849921
1.0,53,80.864171
1.0,20,80.870123
1.0,22,80.876112
1.0,35,80.885951
0.0,65,80.902977
0.0,100,82.946477
1.0,28,82.952651
0.0,40,82.962009
0.0,100,82.987329
0.0,40,84.779006
0.0,14,84.782141
0.0,55,84.796919
1.0,16,84.80079
1.0,35,84.810838
1.0,24,84.817129
1.0,18,84.822087
0.0,100,86.733829
0.0,47,86.745165
1.0,26,86.753028
1.0,65,86.76809
0.0,100,86.792064
0.0,69,88.593686
1.0,24,88.59962
0.0,25,88.605922
1.0,31,88.614007
1.0,32,88.623527
1.0,21,88.629724
0.0,100,90.572035
0.0,57,90.583653
1.0,15,90.587092
1.0,62,90.613219
0.0,13,90.620008
1.0,11,90.62582
1.0,25,90.640046
0.0,23,90.647626
1.0,15,92.551035
0.0,7,92.553117
1.0,9,92.555568
1.0,15,92.55898
0.0,14,92.562728
1.0,12,92.566357
1.0,26,92.573565
0.0,95,92.596447
1.0,23,92.601854
0.0,43,92.611748
1.0,78,94.751379
1.0,29,94.758013
0.0,35,94.765722
0.0,100,94.787143
1.0,47,96.630106
0.0,100,96.651288
1.0,11,96.654013
0.0,67,96.66827
1.0,42,96.678667
1.0,41,98.66237
1.0,45,98.671906
1.0,65,98.685331
0.0,19,98.689404
1.0,28,98.69587
1.0,31,98.703753
0.0,16,98.707096
0.0,32,100.487355
0.0,19,100.492237
0.0,21,100.497596
1.0,16,100.501817
0.0,73,100.521565
0.0,55,100.53315
1.0,15,100.536364
1.0,26,100.542602
1.0,50,102.442105
1.0,80,102.458992
1.0,27,102.464314
0.0,100,102.48487
0.0,69,104.424638
0.0,31,104.432722
0.0,18,104.437325
1.0,25,104.444246
0.0,17,104.448701
1.0,14,104.45297
1.0,42,104.46452
1.0,36,104.474303
1.0,33,106.498009
1.0,34,106.505315
0.0,7,106.506935
1.0,17,106.511432
1.0,26,106.516871
0.0,65,106.536003
1.0,28,106.542427
1.0,47,106.553149
0.0,100,108.531155
1.0,9,108.533544
1.0,27,108.538943
0.0,10,108.541023
1.0,56,108.553376
1.0,28,108.563204
0.0,38,108.571978
0.0,100,110.436816
1.0,65,110.452935
1.0,33,110.461135
0.0,60,110.474051
1.0,23,112.312822
1.0,14,112.31717
1.0,34,112.33013
1.0,21,112.335481
0.0,100,112.362442
0.0,37,112.376661
0.0,22,112.381826
1.0,13,112.384682
0.0,14,114.265105
0.0,8,114.26696
1.0,16,114.270388
0.0,24,114.275986
1.0,25,114.281792
0.0,100,114.305793
0.0,100,116.118283
1.0,91,116.138638
0.0,11,116.141296
1.0,16,116.145448
1.0,43,116.155828
0.0,49,116.167582
1.0,19,116.17208
1.0,32,117.942856
1.0,43,117.952441
0.0,11,117.954785
1.0,18,117.958685
0.0,16,117.962304
1.0,17,117.966982
0.0,69,117.982479
0.0,97,119.900651
1.0,96,119.925786
1.0,8,119.928699
1.0,70,119.949803
1.0,83,122.016438
0.0,100,122.043712
1.0,32,122.051417
1.0,31,122.058462
0.0,100,124.18343
1.0,51,124.197001
0.0,100,124.221397
0.0,22,124.227052
1.0,28,124.234646
1.0,14,126.144319
1.0,16,126.147618
1.0,14,126.15086
1.0,13,126.153634
1.0,19,126.158008
1.0,44,126.16834
1.0,42,126.178847
0.0,9,126.181036
1.0,42,126.190778
1.0,67,128.082751
1.0,44,128.092667
0.0,24,128.098044
1.0,74,128.116183
0.0,23,128.121828
1.0,15,128.125353
0.0,31,128.132772
1.0,11,128.135892
1.0,37,130.041013
0.0,100,130.062966
0.0,100,130.086255
0.0,100,132.032245
1.0,45,132.042737
1.0,32,132.050524
0.0,100,132.074082
1.0,57,133.943177
0.0,51,133.955096
1.0,94,133.978915
0.0,23,133.985133
0.0,80,135.963197
1.0,31,135.969929
1.0,42,135.979653
1.0,34,135.987805
0.0,100,136.030114
1.0,18,137.942118
1.0,33,137.949219
0.0,24,137.954802
0.0,65,137.970859
0.0,25,137.976709
1.0,25,137.982193
1.0,52,137.994155
0.0,41,139.849548
0.0,58,139.861968
0.0,100,139.883994
0.0,51,139.894765
0.0,100,141.897312
0.0,25,141.902768
0.0,9,141.904578
0.0,16,141.907475
1.0,9,141.909697
1.0,17,141.914002
1.0,59,141.933949
1.0,12,141.937568
0.0,8,141.939782
0.0,6,141.940974
1.0,21,141.945885
0.0,9,143.943307
1.0,60,143.958794
1.0,21,143.963917
0.0,10,143.966034
1.0,26,143.971466
1.0,13,143.974465
1.0,26,143.979934
1.0,45,143.992054
1.0,58,145.781303
0.0,69,145.800294
0.0,52,145.811793
1.0,51,145.822748
1.0,22,145.827602
1.0,11,145.830366
1.0,47,147.68451
1.0,11,147.68762
1.0,74,147.706031
0.0,100,147.735073
1.0,17,147.739804
0.0,15,147.744073
0.0,100,149.611731
1.0,31,149.619196
0.0,25,149.624822
1.0,21,149.631058
1.0,19,149.635892
0.0,35,149.643334
0.0,52,149.655051
1.0,11,151.557602
1.0,34,151.565287
1.0,56,151.579458
0.0,32,151.587494
1.0,17,151.590811
1.0,35,151.599535
1.0,31,151.606579
0.0,100,153.546358
1.0,27,153.553508
1.0,12,153.556569
1.0,12,153.559848
0.0,83,153.583802
0.0,14,153.586856
1.0,13,153.589455
1.0,18,153.59482
0.0,84,155.635708
1.0,71,155.650375
0.0,85,155.669098
1.0,22,155.674456
1.0,22,157.516461
1.0,18,157.521323
0.0,28,157.528435
0.0,25,157.53502
0.0,82,157.557924
0.0,7,157.559344
1.0,43,157.570818
0.0,67,159.449224
1.0,21,159.453968
0.0,14,159.457338
0.0,54,159.469355
0.0,30,159.477621
1.0,7,159.480037
0.0,26,159.486645
0.0,100,161.401151
0.0,21,161.40585
1.0,20,161.410592
1.0,12,161.413556
1.0,36,161.422932
0.0,73,161.438987
1.0,25,161.445472
1.0,14,161.450094
0.0,24,161.454876
1.0,10,161.457485
1.0,32,163.239714
0.0,43,163.24953
1.0,76,163.265728
0.0,9,163.267839
1.0,16,163.271687
1.0,26,163.277982
0.0,17,163.281778
1.0,36,163.291127
0.0,36,165.213558
0.0,31,165.2205
1.0,23,165.225338
1.0,9,165.227309
1.0,22,165.233811
1.0,60,165.2483
0.0,44,165.258685
0.0,48,167.402244
1.0,69,167.41699
1.0,11,167.419325
0.0,77,167.437146
0.0,48,167.455753
0.0,30,167.462926
1.0,24,169.513166
0.0,67,169.52773
1.0,15,169.531738
1.0,65,169.547159
0.0,22,169.553405
0.0,26,169.559074
0.0,100,171.552603
1.0,67,171.567679
1.0,12,171.570319
1.0,31,171.577032
0.0,12,171.579755
0.0,7,171.581323
0.0,100,173.501648
1.0,62,173.514925
0.0,100,173.538647
0.0,4,173.539687
0.0,60,173.552446
0.0,6,175.273249
1.0,41,175.284437
0.0,100,175.311146
0.0,63,175.327877
0.0,61,177.340975
0.0,100,177.36579
1.0,11,177.368135
0.0,13,177.371879
1.0,48,177.382482
1.0,25,177.388681
1.0,55,179.21541
1.0,64,179.229567
1.0,24,179.236276
0.0,100,179.285095
0.0,100,181.000307
0.0,8,181.002463
0.0,70,181.01969
1.0,37,181.029532
1.0,38,181.040551
0.0,6,181.042258
0.0,20,181.047351
0.0,18,181.051806
1.0,7,181.053572
0.0,10,181.05603
1.0,53,182.993521
1.0,12,182.996918
0.0,24,183.001852
0.0,45,183.012436
1.0,10,183.014567
1.0,80,183.032637
0.0,100,184.913719
1.0,17,184.9171
1.0,74,184.932501
1.0,72,184.948699
0.0,17,184.952898
0.0,13,186.858148
1.0,42,186.876831
0.0,53,186.897672
1.0,76,186.915324
0.0,52,186.930789
1.0,9,186.93301
0.0,37,188.716876
1.0,28,188.723172
0.0,39,188.732662
1.0,41,188.742287
1.0,11,188.745237
1.0,15,188.749
1.0,13,188.753926
1.0,23,188.765645
1.0,12,188.769861
0.0,6,188.771239
1.0,74,190.557168
1.0,12,190.559994
1.0,70,190.575713
0.0,17,190.579872
0.0,91,190.60055
1.0,50,192.60689
1.0,10,192.60988
1.0,9,192.6121
1.0,42,192.622254
1.0,73,192.638646
0.0,71,192.655892
0.0,35,192.66313
1.0,20,194.66583
0.0,30,194.673101
0.0,27,194.680422
1.0,17,194.685544
1.0,13,194.689622
1.0,11,194.69224
1.0,7,194.694208
0.0,46,194.705124
1.0,59,194.719771
1.0,100,196.612286
1.0,7,196.614163
0.0,7,196.615441
1.0,94,196.657299
1.0,17,196.665137
0.0,25,196.670538
1.0,11,196.673522
0.0,61,198.553709
1.0,13,198.556853
0.0,72,198.573227
1.0,10,198.575488
0.0,62,198.590344
1.0,51,198.602452
1.0,57,200.459593
0.0,100,200.480947
1.0,36,200.488133
1.0,53,200.499436
1.0,75,202.434576
1.0,44,202.446019
0.0,100,202.472608
0.0,75,204.320477
1.0,20,204.325287
1.0,19,204.332494
1.0,31,204.340237
0.0,24,204.345927
0.0,68,204.363636
0.0,6,204.365599
0.0,11,204.36815
0.0,14,204.371142
1.0,39,204.380833
1.0,58,206.141292
0.0,20,206.146054
0.0,20,206.150481
1.0,22,206.156345
1.0,36,206.166019
0.0,7,206.167982
0.0,35,206.176785
0.0,72,206.195609
1.0,29,207.998318
1.0,25,208.00469
1.0,47,208.014419
1.0,11,208.017708
1.0,18,208.022383
0.0,5,208.023466
1.0,89,208.043297
1.0,67,209.938378
0.0,20,209.943566
1.0,70,209.961353
1.0,23,209.967417
0.0,6,209.968939
1.0,74,209.989204
1.0,32,211.788269
0.0,11,211.790655
1.0,18,211.794866
0.0,11,211.798012
1.0,10,211.800599
1.0,47,211.81511
1.0,42,211.827396
0.0,100,211.85494
0.0,7,211.856447
0.0,55,213.929021
1.0,46,213.939488
1.0,14,213.942969
1.0,54,213.955908
1.0,35,213.964633
0.0,89,215.899993
0.0,14,215.903545
1.0,21,215.909071
1.0,41,215.918853
1.0,72,215.93634
1.0,58,215.949494
1.0,85,217.948445
1.0,29,217.954931
0.0,9,217.957295
0.0,9,217.959186
1.0,22,217.96683
1.0,19,217.973362
0.0,100,217.99566
1.0,61,219.857578
1.0,26,219.862907
1.0,86,219.881445
1.0,75,219.902891
1.0,41,221.795364
0.0,4,221.796157
0.0,29,221.802818
1.0,54,221.817265
0.0,53,221.831142
1.0,100,223.565997
1.0,25,223.571121
0.0,6,223.572792
1.0,8,223.574386
0.0,13,223.577387
0.0,48,223.588712
0.0,22,223.593703
0.0,10,223.596212
0.0,5,223.597121
1.0,93,223.618218
1.0,34,225.317636
1.0,27,225.32382
0.0,100,225.346048
1.0,25,225.352162
0.0,52,225.36623
0.0,35,227.309139
